network_index	model_no	bio_gold_std_JS_dist	nonNCF_to_NCF_modi_model_gold_std_JS_dist
212	0	0.6425288370972307	0.7495463400360418
212	1	0.6425288370972307	0.7490507689298092
212	2	0.6425288370972307	0.7504991062991657
212	3	0.6425288370972307	0.7470273828886685
212	4	0.6425288370972307	0.7262945683546499
212	5	0.6425288370972307	0.918507795847418
212	6	0.6425288370972307	0.9311834102214872
212	7	0.6425288370972307	0.7202430348276629
212	8	0.6425288370972307	0.9300164995042887
212	9	0.6425288370972307	0.6121266134834854
212	10	0.6425288370972307	0.721826128501862
212	11	0.6425288370972307	0.6160644363452189
212	12	0.6425288370972307	0.9283876053143781
212	13	0.6425288370972307	0.9117880427694471
212	14	0.6425288370972307	0.8890725584278621
212	15	0.6425288370972307	0.8110562878926888
212	16	0.6425288370972307	0.9645849300172498
212	17	0.6425288370972307	0.7445407151796025
212	18	0.6425288370972307	0.9638654086801206
212	19	0.6425288370972307	0.9581000741644458
212	20	0.6425288370972307	0.7470273828886685
212	21	0.6425288370972307	0.958833201607771
212	22	0.6425288370972307	0.6162175571621922
212	23	0.6425288370972307	0.8960300301658661
212	24	0.6425288370972307	0.9638654086801206
212	25	0.6425288370972307	0.6121266134834854
212	26	0.6425288370972307	0.9802246775414711
212	27	0.6425288370972307	0.9243591902204349
212	28	0.6425288370972307	0.7122006850034559
212	29	0.6425288370972307	0.7488736320592644
212	30	0.6425288370972307	0.9329826988151314
212	31	0.6425288370972307	0.8102689961400577
212	32	0.6425288370972307	0.9328581208637986
212	33	0.6425288370972307	0.9825642762378323
212	34	0.6425288370972307	0.9612248680630886
212	35	0.6425288370972307	0.9342041316088309
212	36	0.6425288370972307	0.9645849300172498
212	37	0.6425288370972307	0.9645849300172498
212	38	0.6425288370972307	0.9610815504571767
212	39	0.6425288370972307	0.958833201607771
212	40	0.6425288370972307	0.8182255015907668
212	41	0.6425288370972307	0.8279551770457445
212	42	0.6425288370972307	0.9622016154314483
212	43	0.6425288370972307	0.9609833810236177
212	44	0.6425288370972307	0.9588332016077709
212	45	0.6425288370972307	0.9540178734773826
212	46	0.6425288370972307	0.9612248680630886
212	47	0.6425288370972307	0.96003662243306
